recipe_name,prep,cooking,food type,Calories, Carbohydrates, Protein, Fat, Saturated Fat, Polyunsaturated Fat, Sodium, Potassium, Fiber, Sugar, Vitamin A, Vitamin C, Calcium, Iron,Serving, Cholesterol, Trans Fat,url,ingredients,tokenized_ingredients,cleaned_tokenized_ingredients
Laing Recipe,"10
minutes","45
minutes",Dinner,, 9g (3%, 19g (38%, 41g (63%, 32g (160%, 1g Monounsaturated Fat, 410mg (17%, 621mg (18%, 1g (4%, 2g (2%, 950IU (19%, 21mg (25%, 102mg (10%, 7mg (39%, 6g Calories,,,https://panlasangpinoy.com/laing/,"▢
4 ounces taro leaves dried
▢
1/2 lb. pork cut into thin strips
▢
1/2 lb. shrimp with head (optional)
▢
1/2 cup shrimp paste
▢
1 onion chopped
▢
6 Thai chili pepper
▢
1/4 cup ginger cut into strips
▢
1 tbsp garlic minced
▢
4 cups coconut milk
▢
fish sauce and ground black pepper to taste","[[], ['4', 'ounces', 'taro', 'leaves', 'dried'], [], ['12', 'lb', 'pork', 'cut', 'into', 'thin', 'strips'], [], ['12', 'lb', 'shrimp', 'with', 'head', 'optional'], [], ['12', 'cup', 'shrimp', 'paste'], [], ['1', 'onion', 'chopped'], [], ['6', 'Thai', 'chili', 'pepper'], [], ['14', 'cup', 'ginger', 'cut', 'into', 'strips'], [], ['1', 'tbsp', 'garlic', 'minced'], [], ['4', 'cups', 'coconut', 'milk'], [], ['fish', 'sauce', 'and', 'ground', 'black', 'pepper', 'to', 'taste']]","['taro', 'leaves', 'dried', 'pork', 'cut', 'into', 'thin', 'strips', 'shrimp', 'with', 'head', 'optional', 'shrimp', 'paste', 'onion', 'thai', 'chili', 'pepper', 'ginger', 'cut', 'into', 'strips', 'garlic', 'coconut', 'milk', 'fish', 'sauce', 'and', 'ground', 'black', 'pepper', 'to', 'taste']"
Pinakbet Tagalog Recipe,"5
minutes","35
minutes",Dinner, 1243kcal (62%, 28g (9%, 5g (10%, 124g (191%, 45g (225%,, 362mg (15%, 895mg (26%, 7g (28%, 9g (10%, 6330IU (127%, 40.9mg (50%, 82mg (8%, 1.5mg (8%,, 136mg (45%,,https://panlasangpinoy.com/pinakbet-tagalog-recipe-knr-sc/,"▢
1 lb lechon kawali sliced
▢
1 piece Knorr Shrimp Cube
▢
12 pieces sitaw cut into 2 inch length
▢
1/2 piece kalabasa cubed
▢
12 pieces okra
▢
1 piece Chinese eggplant sliced
▢
1 piece ampalaya sliced
▢
1 piece kamote cubed (optional)
▢
2 pieces tomato cubed
▢
2 thumbs ginger crushed (optional)
▢
1 piece onion chopped
▢
4 cloves garlic crushed
▢
2 teaspoons bagoong alamang
▢
2 ½ cups water
▢
3 tablespoons cooking oil
▢
¼ teaspoon ground black pepper","[[], ['1', 'lb', 'lechon', 'kawali', 'sliced'], [], ['1', 'piece', 'Knorr', 'Shrimp', 'Cube'], [], ['12', 'pieces', 'sitaw', 'cut', 'into', '2', 'inch', 'length'], [], ['12', 'piece', 'kalabasa', 'cubed'], [], ['12', 'pieces', 'okra'], [], ['1', 'piece', 'Chinese', 'eggplant', 'sliced'], [], ['1', 'piece', 'ampalaya', 'sliced'], [], ['1', 'piece', 'kamote', 'cubed', 'optional'], [], ['2', 'pieces', 'tomato', 'cubed'], [], ['2', 'thumbs', 'ginger', 'crushed', 'optional'], [], ['1', 'piece', 'onion', 'chopped'], [], ['4', 'cloves', 'garlic', 'crushed'], [], ['2', 'teaspoons', 'bagoong', 'alamang'], [], ['2', '½', 'cups', 'water'], [], ['3', 'tablespoons', 'cooking', 'oil'], [], ['¼', 'teaspoon', 'ground', 'black', 'pepper']]","['lechon', 'kawali', 'knorr', 'shrimp', 'cube', 'sitaw', 'cut', 'into', 'inch', 'length', 'kalabasa', 'cubed', 'okra', 'chinese', 'eggplant', 'ampalaya', 'kamote', 'cubed', 'optional', 'tomato', 'cubed', 'thumbs', 'ginger', 'optional', 'onion', 'garlic', 'bagoong', 'alamang', 'water', 'cooking', 'oil', 'ground', 'black', 'pepper']"
"Ginataang Hipon, Sitaw, at Kalabasa","10
minutes","40
minutes",Dinner,, 19g (6%, 13g (26%, 36g (55%, 22g (110%, 3g Monounsaturated Fat, 283mg (12%, 660mg (19%, 1g (4%, 2g (2%, 815IU (16%, 142mg (172%, 338mg (34%, 5mg (28%, 4g Calories,,,https://panlasangpinoy.com/ginataang-hipon-sitaw-at-kalabasa/,"▢
1 lb shrimp cleaned
▢
10 strings beans sitaw, cut into 2 1/2 inch length
▢
2 cups kalabasa squash, cubed
▢
2 cups coconut milk
▢
1 medium yellow onion sliced
▢
2 tablespoons bagoong alamang shrimp paste
▢
1 cup malunggay leaves
▢
3 cloves garlic crushed
▢
Salt and pepper to taste
▢
3 tablespoons cooking oil
▢
Salt and pepper to taste","[[], ['1', 'lb', 'shrimp', 'cleaned'], [], ['10', 'strings', 'beans', 'sitaw', 'cut', 'into', '2', '12', 'inch', 'length'], [], ['2', 'cups', 'kalabasa', 'squash', 'cubed'], [], ['2', 'cups', 'coconut', 'milk'], [], ['1', 'medium', 'yellow', 'onion', 'sliced'], [], ['2', 'tablespoons', 'bagoong', 'alamang', 'shrimp', 'paste'], [], ['1', 'cup', 'malunggay', 'leaves'], [], ['3', 'cloves', 'garlic', 'crushed'], [], ['Salt', 'and', 'pepper', 'to', 'taste'], [], ['3', 'tablespoons', 'cooking', 'oil'], [], ['Salt', 'and', 'pepper', 'to', 'taste']]","['shrimp', 'cleaned', 'strings', 'beans', 'sitaw', 'cut', 'into', 'inch', 'length', 'kalabasa', 'squash', 'cubed', 'coconut', 'milk', 'yellow', 'onion', 'bagoong', 'alamang', 'shrimp', 'paste', 'malunggay', 'leaves', 'garlic', 'salt', 'and', 'pepper', 'to', 'taste', 'cooking', 'oil', 'salt', 'and', 'pepper', 'to', 'taste']"
Adobong Kangkong Recipe,"5
minutes","15
minutes",Dinner,, 8g (3%, 4g (8%, 14g (22%, 1g (5%,,, 190mg (5%, 1g (4%, 2g (2%, 1178IU (24%, 16mg (19%, 45mg (5%, 1mg (6%, 4g Calories,, 1g Sodium,https://panlasangpinoy.com/adobong-kangkong/,"▢
1 bunch kangkong leaves and stalks separated. Stalks cut in 1-inch pieces
▢
1 piece onion chopped
▢
1 head garlic crushed and chopped
▢
1/4 cup soy sauce
▢
1/8 cup vinegar
▢
1/2 cup water optional
▢
3 tablespoons cooking oil
▢
Ground black pepper","[[], ['1', 'bunch', 'kangkong', 'leaves', 'and', 'stalks', 'separated', 'Stalks', 'cut', 'in', '1inch', 'pieces'], [], ['1', 'piece', 'onion', 'chopped'], [], ['1', 'head', 'garlic', 'crushed', 'and', 'chopped'], [], ['14', 'cup', 'soy', 'sauce'], [], ['18', 'cup', 'vinegar'], [], ['12', 'cup', 'water', 'optional'], [], ['3', 'tablespoons', 'cooking', 'oil'], [], ['Ground', 'black', 'pepper']]","['kangkong', 'leaves', 'and', 'separated', 'cut', 'in', 'inch', 'onion', 'head', 'garlic', 'and', 'soy', 'sauce', 'vinegar', 'water', 'optional', 'cooking', 'oil', 'ground', 'black', 'pepper']"
Air Fried Peach Mango Pie,"10
minutes","25
minutes",Dessert, 568kcal (28%, 112g (37%, 16g (32%, 8g (12%, 2g (10%, 2g Monounsaturated Fat, 554mg (23%, 493mg (14%, 7g (28%, 59g (66%, 1617IU (32%, 44mg (53%, 162mg (16%, 5mg (28%,,,,https://panlasangpinoy.com/peach-mango-pie-air-fryer/,"▢
12 slices loaf bread
▢
1 cup Good Life breadcrumbs
▢
2 tablespoons all-purpose flour
▢
2 eggs beaten","[[], ['12', 'slices', 'loaf', 'bread'], [], ['1', 'cup', 'Good', 'Life', 'breadcrumbs'], [], ['2', 'tablespoons', 'allpurpose', 'flour'], [], ['2', 'eggs', 'beaten']]","['loaf', 'bread', 'good', 'life', 'breadcrumbs', 'all', 'purpose', 'flour', 'eggs']"
Special Lunch Menu,"20
minutes","45
minutes",Dessert, 1636kcal (82%, 74g (25%, 61g (122%, 123g (189%, 48g (240%, 13g Monounsaturated Fat, 274mg (11%, 2487mg (71%, 16g (64%, 45g (50%, 1958IU (39%, 63mg (76%, 358mg (36%, 4mg (22%,,,,https://panlasangpinoy.com/special-lunch-menu/,"▢
1 kg. pork belly
▢
Knorr Liquid Seasoning
▢
5 Calamansi
▢
8 cloves garlic","[[], ['1', 'kg', 'pork', 'belly'], [], ['Knorr', 'Liquid', 'Seasoning'], [], ['5', 'Calamansi'], [], ['8', 'cloves', 'garlic']]","['pork', 'belly', 'knorr', 'liquid', 'seasoning', 'calamansi', 'garlic']"
Ginataang Mais at Malagkit (Sweet Corn and Glutinous Rice in Coconut Milk),"10
minutes","20
minutes",Dessert,, 63g (21%, 10g (20%, 67g (103%, 58g (290%, 1g Monounsaturated Fat,, 742mg (21%, 4g (16%, 27g (30%, 101IU (2%, 7mg (8%, 38mg (4%, 7mg (39%, 4g Calories,,,https://panlasangpinoy.com/ginataang-mais-at-malagkit-sweet-corn/,"▢
2 cups coconut cream
▢
2 cups coconut milk
▢
1/2 cup glutinous rice malagkit
▢
1 cup sweet corn chopped
▢
1/2 to 3/4 cup granulated white sugar
▢
1 teaspoon vanilla extract
▢
a pinch of salt","[[], ['2', 'cups', 'coconut', 'cream'], [], ['2', 'cups', 'coconut', 'milk'], [], ['12', 'cup', 'glutinous', 'rice', 'malagkit'], [], ['1', 'cup', 'sweet', 'corn', 'chopped'], [], ['12', 'to', '34', 'cup', 'granulated', 'white', 'sugar'], [], ['1', 'teaspoon', 'vanilla', 'extract'], [], ['a', 'pinch', 'of', 'salt']]","['coconut', 'cream', 'coconut', 'milk', 'glutinous', 'rice', 'malagkit', 'sweet', 'corn', 'to', 'granulated', 'white', 'sugar', 'vanilla', 'extract', 'a', 'of', 'salt']"
Cassava Cake Recipe Creamy and Cheesy Version,"10
minutes",,Dessert, 973kcal (49%, 95g (32%, 21g (42%, 60g (92%, 45g (225%, 2g Monounsaturated Fat, 400mg (17%, 1047mg (30%, 4g (16%, 47g (52%, 923IU (18%, 29mg (35%, 512mg (51%, 3mg (17%,,,,https://panlasangpinoy.com/cassava-cake-recipe-creamy-and-cheesy-version/,"▢
2 lbs. cassava grated
▢
2 cups coconut cream
▢
12 ounces evaporated milk
▢
3 eggs
▢
3 tablespoons butter melted
▢
1/2 cup quick-melt cheese shredded
▢
14 ounces condensed milk","[[], ['2', 'lbs', 'cassava', 'grated'], [], ['2', 'cups', 'coconut', 'cream'], [], ['12', 'ounces', 'evaporated', 'milk'], [], ['3', 'eggs'], [], ['3', 'tablespoons', 'butter', 'melted'], [], ['12', 'cup', 'quickmelt', 'cheese', 'shredded'], [], ['14', 'ounces', 'condensed', 'milk']]","['cassava', 'coconut', 'cream', 'evaporated', 'milk', 'eggs', 'butter', 'melted', 'quick', 'melt', 'cheese', 'condensed', 'milk']"
How to Make Macaroni Salad for the Holidays,,,Dessert, 2041kcal (102%, 186g (62%, 32g (64%, 133g (205%, 68g (340%, 37g Monounsaturated Fat, 1253mg (52%, 1097mg (31%, 18g (72%, 103g (114%, 1509IU (30%, 4mg (5%, 517mg (52%, 4mg (22%,,,,https://panlasangpinoy.com/how-to-make-macaroni-salad-for-the-holidays/,"▢
500 grams elbow macaroni
▢
470 ml Lady’s Choice real mayonnaise
▢
300 ml condensed milk
▢
250 ml all-purpose cream
▢
250 grams sharp cheddar cheese diced
▢
250 grams nata de coco red, drained
▢
250 grams nata de coco green, drained
▢
350 grams kaong (sugar palm) drained
▢
850 grams fruit cocktail drained","[[], ['500', 'grams', 'elbow', 'macaroni'], [], ['470', 'ml', 'Ladys', 'Choice', 'real', 'mayonnaise'], [], ['300', 'ml', 'condensed', 'milk'], [], ['250', 'ml', 'allpurpose', 'cream'], [], ['250', 'grams', 'sharp', 'cheddar', 'cheese', 'diced'], [], ['250', 'grams', 'nata', 'de', 'coco', 'red', 'drained'], [], ['250', 'grams', 'nata', 'de', 'coco', 'green', 'drained'], [], ['350', 'grams', 'kaong', 'sugar', 'palm', 'drained'], [], ['850', 'grams', 'fruit', 'cocktail', 'drained']]","['elbow', 'macaroni', 'lady', 's', 'choice', 'real', 'mayonnaise', 'condensed', 'milk', 'all', 'purpose', 'cream', 'sharp', 'cheddar', 'cheese', 'nata', 'de', 'coco', 'red', 'drained', 'nata', 'de', 'coco', 'green', 'drained', 'kaong', 'sugar', 'palm', 'drained', 'fruit', 'cocktail', 'drained']"
Bibingka Recipe,"10
minutes","35
minutes",Dessert,, 83g (28%, 13g (26%, 41g (63%, 31g (155%, 1g Monounsaturated Fat, 361mg (15%, 652mg (19%, 3g (12%, 35g (39%, 656IU (13%, 1mg (1%, 336mg (34%, 4mg (22%, 3g Calories,,,https://panlasangpinoy.com/rice-cake-bibingka-recipe/,"▢
1 cup rice flour
▢
1/8 teaspoon salt
▢
2 1/2 teaspoon baking powder
▢
3 tablespoons butter
▢
1/2 cup granulated sugar
▢
1 cup coconut milk
▢
1/4 cup fresh milk
▢
1 piece salted duck egg sliced
▢
1/2 cup grated cheese
▢
3 pieces raw eggs
▢
1/4 cup grated coconut
▢
Pre-cut banana leaf","[[], ['1', 'cup', 'rice', 'flour'], [], ['18', 'teaspoon', 'salt'], [], ['2', '12', 'teaspoon', 'baking', 'powder'], [], ['3', 'tablespoons', 'butter'], [], ['12', 'cup', 'granulated', 'sugar'], [], ['1', 'cup', 'coconut', 'milk'], [], ['14', 'cup', 'fresh', 'milk'], [], ['1', 'piece', 'salted', 'duck', 'egg', 'sliced'], [], ['12', 'cup', 'grated', 'cheese'], [], ['3', 'pieces', 'raw', 'eggs'], [], ['14', 'cup', 'grated', 'coconut'], [], ['Precut', 'banana', 'leaf']]","['rice', 'flour', 'salt', 'baking', 'powder', 'butter', 'granulated', 'sugar', 'coconut', 'milk', 'fresh', 'milk', 'salted', 'duck', 'egg', 'cheese', 'raw', 'eggs', 'coconut', 'pre', 'cut', 'banana', 'leaf']"
Banana Bread Recipe,"5
minutes",,Dessert,, 44g (15%, 3g (6%, 19g (29%, 1g (5%, 5g Monounsaturated Fat,, 37mg (1%, 1g (4%, 20g (22%, 2IU Vitamin C,, 5mg (1%, 1mg (6%, 4g Calories,,,https://panlasangpinoy.com/moist-banana-bread-recipe/,"▢
2 pieces banana ,large and ripe
▢
10 tablespoons granulated white sugar
▢
1 1/2 cups all purpose flour
▢
2 pieces eggs
▢
1/2 cup cooking oil
▢
1 teaspoon salt
▢
1 teaspoon vanilla extract
▢
1/2 teaspoon baking soda","[[], ['2', 'pieces', 'banana', 'large', 'and', 'ripe'], [], ['10', 'tablespoons', 'granulated', 'white', 'sugar'], [], ['1', '12', 'cups', 'all', 'purpose', 'flour'], [], ['2', 'pieces', 'eggs'], [], ['12', 'cup', 'cooking', 'oil'], [], ['1', 'teaspoon', 'salt'], [], ['1', 'teaspoon', 'vanilla', 'extract'], [], ['12', 'teaspoon', 'baking', 'soda']]","['banana', 'and', 'ripe', 'granulated', 'white', 'sugar', 'all', 'purpose', 'flour', 'eggs', 'cooking', 'oil', 'salt', 'vanilla', 'extract', 'baking', 'soda']"
Biko Recipe,"10
minutes","40
minutes",Dessert,, 95g (32%, 5g (10%, 24g (37%, 21g (105%, 0.4g Monounsaturated Fat,, 357mg (10%, 1g (4%, 53g (59%,, 1mg (1%, 72mg (7%, 5mg (28%, 8g Calories,,,https://panlasangpinoy.com/filipino-asian-food-dessert-rice-cake-biko-recipe/,"▢
2 cups glutinous rice aka sticky rice or malagkit
▢
1 1/2 cups water
▢
2 cups brown sugar
▢
4 cups coconut milk
▢
1/2 tsp salt","[[], ['2', 'cups', 'glutinous', 'rice', 'aka', 'sticky', 'rice', 'or', 'malagkit'], [], ['1', '12', 'cups', 'water'], [], ['2', 'cups', 'brown', 'sugar'], [], ['4', 'cups', 'coconut', 'milk'], [], ['12', 'tsp', 'salt']]","['glutinous', 'rice', 'aka', 'sticky', 'rice', 'or', 'malagkit', 'water', 'brown', 'sugar', 'coconut', 'milk', 'salt']"
Leche Flan,"10
minutes","45
minutes",Dessert,, 71g (24%, 6g (12%, 7g (11%, 4g (20%,, 104mg (4%, 298mg (9%,, 71g (79%, 250IU (5%, 1.7mg (2%, 233mg (23%, 0.1mg (1%, 6g Calories, 32mg (11%,,https://panlasangpinoy.com/leche-flan/,"▢
10 pieces eggs
▢
1 can condensed milk (14 oz)
▢
1 cup fresh milk or evaporated milk
▢
1 cup granulated sugar
▢
1 teaspoon vanilla extract","[[], ['10', 'pieces', 'eggs'], [], ['1', 'can', 'condensed', 'milk', '14', 'oz'], [], ['1', 'cup', 'fresh', 'milk', 'or', 'evaporated', 'milk'], [], ['1', 'cup', 'granulated', 'sugar'], [], ['1', 'teaspoon', 'vanilla', 'extract']]","['eggs', 'condensed', 'milk', 'fresh', 'milk', 'or', 'evaporated', 'milk', 'granulated', 'sugar', 'vanilla', 'extract']"
Yema Recipe,"10
minutes","20
minutes",Dessert, 544kcal (27%, 87g (29%, 14g (28%, 17g (26%, 9g (45%,, 203mg (8%, 634mg (18%, 1g (4%, 86g (96%, 424IU (8%, 4mg (5%, 457mg (46%, 1mg (6%,, 54mg (18%,,https://panlasangpinoy.com/yema-recipe/,"▢
28 ounces condensed milk equivalent to 2 cans
▢
3 tablespoons peanuts roasted","[[], ['28', 'ounces', 'condensed', 'milk', 'equivalent', 'to', '2', 'cans'], [], ['3', 'tablespoons', 'peanuts', 'roasted']]","['condensed', 'milk', 'equivalent', 'to', 'peanuts', 'roasted']"
No Steam Easy Flan,"10
minutes","15
minutes",Dessert, 472kcal (24%, 52g (17%, 10g (20%, 26g (40%, 16g (80%,, 115mg (5%, 286mg (8%,, 50g (56%, 986IU (20%, 2mg (2%, 247mg (25%, 1mg (6%,, 99mg (33%,,https://panlasangpinoy.com/no-steam-easy-flan/,"▢
2 pieces eggs
▢
½ ounce unflavored gelatin powder uncolored
▢
7.6 ounces all-purpose cream
▢
6 tablespoons sugar
▢
1 1/4 cup evaporated milk
▢
1/4 cup water
▢
1 teaspoon vanilla extract","[[], ['2', 'pieces', 'eggs'], [], ['½', 'ounce', 'unflavored', 'gelatin', 'powder', 'uncolored'], [], ['76', 'ounces', 'allpurpose', 'cream'], [], ['6', 'tablespoons', 'sugar'], [], ['1', '14', 'cup', 'evaporated', 'milk'], [], ['14', 'cup', 'water'], [], ['1', 'teaspoon', 'vanilla', 'extract']]","['eggs', 'unflavored', 'gelatin', 'powder', 'uncolored', 'all', 'purpose', 'cream', 'sugar', 'evaporated', 'milk', 'water', 'vanilla', 'extract']"
Biko with Latik,"5
minutes","50
minutes",Dessert, 952kcal (48%, 129g (43%, 9g (18%, 49g (75%, 43g (215%,, 251mg (10%, 642mg (18%, 2g (8%, 71g (79%,, 2mg (2%, 110mg (11%, 9mg (50%,,,,https://panlasangpinoy.com/how-to-make-biko-with-latik/,"▢
2 cups glutinous rice washed
▢
1 ½ cups water
▢
2 cups brown sugar
▢
4 cups coconut milk
▢
½ teaspoon salt
▢
2 cups coconut milk","[[], ['2', 'cups', 'glutinous', 'rice', 'washed'], [], ['1', '½', 'cups', 'water'], [], ['2', 'cups', 'brown', 'sugar'], [], ['4', 'cups', 'coconut', 'milk'], [], ['½', 'teaspoon', 'salt'], [], ['2', 'cups', 'coconut', 'milk']]","['glutinous', 'rice', 'washed', 'water', 'brown', 'sugar', 'coconut', 'milk', 'salt', 'coconut', 'milk']"
Peach Mango Nuggets,"10
minutes","5
minutes",Dessert, 329kcal (16%, 55g (18%, 6g (12%, 11g (17%, 1g (5%,, 241mg (10%, 393mg (11%, 5g (20%, 32g (36%, 1501IU (30%, 48mg (58%, 86mg (9%, 2mg (11%,, 2mg (1%,,https://panlasangpinoy.com/peach-mango-nuggets/,"▢
3 pieces mango ripe
▢
7 ounces peaches canned
▢
3 tablespoons brown sugar
▢
1 teaspoon cornstarch
▢
¼ teaspoon cinnamon powder
▢
5 slices loaf bread
▢
2 pieces eggs
▢
½ cup Panko breadcrumbs
▢
1 ½ cups cooking oil","[[], ['3', 'pieces', 'mango', 'ripe'], [], ['7', 'ounces', 'peaches', 'canned'], [], ['3', 'tablespoons', 'brown', 'sugar'], [], ['1', 'teaspoon', 'cornstarch'], [], ['¼', 'teaspoon', 'cinnamon', 'powder'], [], ['5', 'slices', 'loaf', 'bread'], [], ['2', 'pieces', 'eggs'], [], ['½', 'cup', 'Panko', 'breadcrumbs'], [], ['1', '½', 'cups', 'cooking', 'oil']]","['mango', 'ripe', 'peaches', 'canned', 'brown', 'sugar', 'cornstarch', 'cinnamon', 'powder', 'loaf', 'bread', 'eggs', 'panko', 'breadcrumbs', 'cooking', 'oil']"
Macaroni Fruit Salad,"5
minutes","10
minutes",Dessert, 1516kcal (76%, 144g (48%, 29g (58%, 91g (140%, 34g (170%,, 799mg (33%, 824mg (24%, 5g (20%, 84g (93%, 1607IU (32%, 4mg (5%, 600mg (60%, 2mg (11%,, 138mg (46%,,https://panlasangpinoy.com/macaroni-fruit-salad/,"▢
2 cups elbow macaroni
▢
15 ounces fruit cocktail
▢
1/2 cup red kaong
▢
1/2 cup green kaong
▢
6 ounces cheese cubed","[[], ['2', 'cups', 'elbow', 'macaroni'], [], ['15', 'ounces', 'fruit', 'cocktail'], [], ['12', 'cup', 'red', 'kaong'], [], ['12', 'cup', 'green', 'kaong'], [], ['6', 'ounces', 'cheese', 'cubed']]","['elbow', 'macaroni', 'fruit', 'cocktail', 'red', 'kaong', 'green', 'kaong', 'cheese', 'cubed']"
Mayo Brownies,"10
minutes","20
minutes",Dessert, 470kcal (24%, 56g (19%, 5g (10%, 25g (38%, 5g (25%,, 522mg (22%, 103mg (3%, 2g (8%, 35g (39%, 34IU (1%,, 33mg (3%, 2mg (11%,, 3mg (1%,,https://panlasangpinoy.com/mayo-brownies/,"▢
1 cup all-purpose flour
▢
10 tablespoons Lady's Choice Mayonnaise
▢
3 tablespoons dark cocoa powder
▢
1/2 cup walnuts chopped
▢
3/4 cup granulated white sugar
▢
1/2 teaspoon salt
▢
1 teaspoon baking soda
▢
1/2 cup chocolate chips
▢
2 pieces eggs
▢
1 teaspoon vanilla extract","[[], ['1', 'cup', 'allpurpose', 'flour'], [], ['10', 'tablespoons', 'Ladys', 'Choice', 'Mayonnaise'], [], ['3', 'tablespoons', 'dark', 'cocoa', 'powder'], [], ['12', 'cup', 'walnuts', 'chopped'], [], ['34', 'cup', 'granulated', 'white', 'sugar'], [], ['12', 'teaspoon', 'salt'], [], ['1', 'teaspoon', 'baking', 'soda'], [], ['12', 'cup', 'chocolate', 'chips'], [], ['2', 'pieces', 'eggs'], [], ['1', 'teaspoon', 'vanilla', 'extract']]","['all', 'purpose', 'flour', 'lady', 's', 'choice', 'mayonnaise', 'dark', 'cocoa', 'powder', 'walnuts', 'granulated', 'white', 'sugar', 'salt', 'baking', 'soda', 'chocolate', 'chips', 'eggs', 'vanilla', 'extract']"
Buko Pandan,"10
minutes","10
minutes",Dessert,, 60g (20%, 24g (48%, 31g (48%, 19g (95%,, 194mg (8%, 240mg (7%, 1g (4%, 35g (39%, 1067IU (21%, 2mg (2%, 229mg (23%, 1mg (6%, 2g Calories, 104mg (35%,,https://panlasangpinoy.com/buko-pandan-dessert-recipe/,"▢
1 1/2 cup young coconut cut into strips
▢
5 ounces condensed milk
▢
8 ounces Table cream or all-purpose cream
▢
3 ounces powdered gelatin
▢
1 1/4 cups water
▢
6 drops Buko Pandan flavoring
▢
2 scoops vanilla ice cream optional
▢
1/2 cup sago pearls cooked (optional)","[[], ['1', '12', 'cup', 'young', 'coconut', 'cut', 'into', 'strips'], [], ['5', 'ounces', 'condensed', 'milk'], [], ['8', 'ounces', 'Table', 'cream', 'or', 'allpurpose', 'cream'], [], ['3', 'ounces', 'powdered', 'gelatin'], [], ['1', '14', 'cups', 'water'], [], ['6', 'drops', 'Buko', 'Pandan', 'flavoring'], [], ['2', 'scoops', 'vanilla', 'ice', 'cream', 'optional'], [], ['12', 'cup', 'sago', 'pearls', 'cooked', 'optional']]","['young', 'coconut', 'cut', 'into', 'strips', 'condensed', 'milk', 'table', 'cream', 'or', 'all', 'purpose', 'cream', 'powdered', 'gelatin', 'water', 'drops', 'buko', 'pandan', 'flavoring', 'scoops', 'vanilla', 'ice', 'cream', 'optional', 'sago', 'pearls', 'cooked', 'optional']"
Ube Kalamay Recipe,"10
minutes",,Dessert,, 108g (36%, 8g (16%, 39g (60%, 34g (170%,, 43mg (2%, 525mg (15%, 6g (24%, 51g (57%, 26IU (1%, 5mg (6%, 36mg (4%, 6mg (33%, 6g Calories,,,https://panlasangpinoy.com/ube-kalamay-recipe/,"▢
4 cups coconut milk
▢
3/4 cup grated purple yam ube
▢
2 teaspoons purple ube flavoring
▢
2 cups glutinous rice flour
▢
1 ½ cup granulated white sugar
▢
½ cup latik
▢
2 tablespoons coconut oil","[[], ['4', 'cups', 'coconut', 'milk'], [], ['34', 'cup', 'grated', 'purple', 'yam', 'ube'], [], ['2', 'teaspoons', 'purple', 'ube', 'flavoring'], [], ['2', 'cups', 'glutinous', 'rice', 'flour'], [], ['1', '½', 'cup', 'granulated', 'white', 'sugar'], [], ['½', 'cup', 'latik'], [], ['2', 'tablespoons', 'coconut', 'oil']]","['coconut', 'milk', 'purple', 'yam', 'ube', 'purple', 'ube', 'flavoring', 'glutinous', 'rice', 'flour', 'granulated', 'white', 'sugar', 'latik', 'coconut', 'oil']"
Suman sa Ibos Recipe,"15
minutes",,Dessert,, 155g (52%, 15g (30%, 28g (43%, 24g (120%,, 2213mg (92%, 422mg (12%, 5g (20%,,, 1.2mg (1%, 43mg (4%, 7.2mg (40%, 4g Calories,,,https://panlasangpinoy.com/suman-sa-ibos-recipe/,"▢
4 cups glutinous rice
▢
1 1/4 tablespoons sea salt
▢
2 1/4 cups coconut milk
▢
1 cup water","[[], ['4', 'cups', 'glutinous', 'rice'], [], ['1', '14', 'tablespoons', 'sea', 'salt'], [], ['2', '14', 'cups', 'coconut', 'milk'], [], ['1', 'cup', 'water']]","['glutinous', 'rice', 'sea', 'salt', 'coconut', 'milk', 'water']"
Turon (Banana Lumpia with Caramel),"10
minutes","12
minutes",Dessert,, 58g (19%, 1g (2%, 8g (12%, 1g (5%,,, 123mg (4%, 1g (4%, 55g (61%, 30IU (1%, 3.8mg (5%, 7mg (1%, 0.1mg (1%, 6g Calories, 1mg Sodium,,https://panlasangpinoy.com/turon/,"▢
6 pieces bananas saba or plantains, cut in half (lengthwise)
▢
1 cup jackfruit ripe, sliced
▢
1 1/2 cup sugar
▢
12 pieces lumpia wrapper
▢
2 cups cooking oil","[[], ['6', 'pieces', 'bananas', 'saba', 'or', 'plantains', 'cut', 'in', 'half', 'lengthwise'], [], ['1', 'cup', 'jackfruit', 'ripe', 'sliced'], [], ['1', '12', 'cup', 'sugar'], [], ['12', 'pieces', 'lumpia', 'wrapper'], [], ['2', 'cups', 'cooking', 'oil']]","['bananas', 'saba', 'or', 'plantains', 'cut', 'in', 'lengthwise', 'jackfruit', 'ripe', 'sugar', 'lumpia', 'wrapper', 'cooking', 'oil']"
Homemade Taho,"5
minutes","45
minutes",Dessert,, 114g (38%, 18g (36%, 9g (14%, 1g (5%,, 86mg (4%, 121mg (3%, 3g (12%, 89g (99%,, 0.9mg (1%, 347mg (35%, 3.2mg (18%, 3g Calories,,,https://panlasangpinoy.com/filipino-street-food-homemade-taho-recipe/,"▢
22 ounces soft silken tofu
▢
3/4 cup sago pearls Note 1
▢
4 1/2 cups water","[[], ['22', 'ounces', 'soft', 'silken', 'tofu'], [], ['34', 'cup', 'sago', 'pearls', 'Note', '1'], [], ['4', '12', 'cups', 'water']]","['soft', 'silken', 'tofu', 'sago', 'pearls', 'note', 'water']"
